isgood;title
n;prelude flng remains shut in until shell makes it safe for work 
n;notice of 2022 agm and shell's energy transition progress report 
y;shell flags financial impact of gas market swings, hurricane 
y;shell to expand gas business despite pledge to speed up net zero carbon drive 
n;trinidad and tobago 
n;dubai firms board the metaverse to improve customer engagement 
y;shell loses nigeria oil license to state company in court ruling 
n;who we are 
y;shell reports first profit from upstream operations since pandemic began 
n;russo
y;shell chemicals cracker plant in beaver, pa more than 95% complete 
y;shell gets green light to restart flagship flng project 
y;shell sakhalin lng exit sparks concerns: update 
y;shell finds oil in highly anticipated offshore namibia field 
y;shell becomes first to supply sustainable aviation fuel in singapore 
y;timeline: shell's operations in nigeria 
n;a dozen more microgrids move forward in san diego 
y;shell may restart hurricane
n;why fuel price concerns may be holding up sh... 
n;ukraine and russia: what you need to know right now 
n;why choose shell retail 
n;green bay, appleton, oshkosh gas stations to re
n;as breakup calls grow louder, shell delivers an earnings dud 
y;happy days: shell's graff discovery in namibia holds 2 billion boe of oil and gas 
y;gazprom to cut gas supplies to denmarkâ€™s orsted, germany via shell deal 
n;oil giant consultant resigns, citing operations beyond 'limits of our planetary systems' 
y;shell sanctions ormen lange subsea compression project 
y;interview: shell returns to italy with the target of 500 sites 
n;analysis: as russia avoids energy sanctions, oil majors flee but totalenergies stays 
n;cma cgm, shell perform first bio
n;commitments, policies and standards 
n;pif launches new aircraft leasing company 
y;shell to cut jobs and capacity at major singapore refinery 
n;ukraine's coal miners seek safety from russian artillery barrages 
n;chinese industry to benefit as cnooc and shell start up new petrochemicals units 
n;special report: how oil majors shift billions in profits to island tax havens 
n;saudi derayah reit to restructure $200m financing for cost reduction 
n;payroll startup deel partners with uae to speed up visa processes 
n;manufacturing operation management software market size, scope and forecast | plex systems, general electric company, dassault systems se, aegis industrial software corporation, abb ltd., aspen technology critical manufacturing, emerson electric c 
y;shell and microsoft form alliance to help address carbon emissions 
y;shell reportedly wants out of aera energy 
y;shell plans offshore brazil drilling in h2 2021, hires seadrill west tellus rig 
n;saudi cabinet approves new companies law to drive entrepreneurship 
y;exclusive: shell seeks to sell venezuela jv stake to france's maurel & prom 
n;is this the end of the great british forecourt? 
y;exclusive: no choice but to invest in oil, shell ceo says 
n;shell chooses hiberhilo to improve well monitoring 
y;nord stream 2 cost $11 billion to build. now, the russia
n;here are the companies pulling back from russia 
y;shellâ€™s indian arm set to begin retail sales of lng | mint 
y;inside oil giant shellâ€™s race to remake itself for a low
y;shellâ€™s $12 billion lng experiment becomes a big headache 
y;shell energy solutions launches in texas residential electricity market 
n;these 2 oil companies are investing heavily in renewable energy 
n;shell is hiring a tiktok manager to reach gen z 
n;shell, emerging power sign deal for 1
y;shell to work with japanese customers on decarbonising lng value chain 
y;energy crisis lifeline: shell announces plans for âł25bn injection into uk clean power 
y;shell's renewables boss steps down after less than two years 
n;in unc address, shell executive outlines path from oil and gas to renewable energy 
y;shell extends renewable energy commitment with savion acquisition 
n;ceres power's deal with shell 
n;solid oxide fuel cells are having a (big) moment 
y;shell in race for $1.1 billion spanish green energy projects 
y;baker hughes signs deal with shell for renewable energy credits 
y;shell energy europe and air liquide sign renewables deal 
y;shell gets greener, even as climate advocates say, â€go fasterâ€™ 
y;shell is pushing to build offshore wind farms along brazil's coast 
y;shell to buy into aussie wind developer with 3
y;shell faces anger over takeover of australian green energy retailer 
y;shell australia makes first investment in wind through 49% share and strategic partnership with westwind 
n;steel, steel, & more steel: big plans for floating wind in celtic sea 
y;shell vs. dan loeb: it's open season for the market on big oil's future 
y;shell joins effort to modernize retail energy markets 
y;shellâ€™s new finance chief to navigate exit from russia, shift to more renewables 
y;shell to buy inspire energy in green energy push 
y;oil giant shell strikes deal to buy power from 'world's largest offshore wind farm' 
y;india's sprng energy nearing $1.8 billion sale to shell 
y;shell and scottishpower win bids to develop 5 gw of floating wind power in the uk 
y;shell energy brand launched in brazil to focus on renewable energy 
y;shell names sawan as head of gas and renewables 
y;shell to acquire 9.6 gigawatt renewable power company in india 
n;no energy company 'in their right mind' would set up in the uk now 
y;mp2 rebrands as shell energy 
n;russia seizes control of partly foreign
y;boris johnson urges oil majors shell, bp to invest in renewables 
y;shell plans up to gbp 25bn of uk investment, mostly in clean energy 
n;european oil giants in 'league of their own' as shell tops bnef energy transition rankings | recharge 
y;shell ceo says company needs oil to finance clean energy future 
n;inspire clean energy and shell close acquisition deal 
n;hydrogen: oil industry make bet on future of energy 
n;the mountain that helps power britain 
y;shell to buy indian renewable power platform for $1.55 billion 
y;shell among trio in race to buy indian green power group sprng: report | recharge 
y;shell may flip convent, louisiana, refinery into alternative energy facility 
n;why are so many hydrogen deals being announced around the world 
y;shell joint venture mayflower wind granted right to power massachusetts residents with additional renewable wind energy 
y;shell teams up with norsk hydro to work on green hydrogen projects 
y;'we won't play the commodity green power game': why shell is going its own way in renewables | recharge 
y;shell launches $1.4b fund to back companies in energy transition 
y;mitsubishi to work with shell in producing green hydrogen 
n;shell shows it favors investor returns over renewables deals 
n;shell targets power trading and hydrogen in climate drive 
n;altus power, shell partner for distributed renewable energy solutions 
y;shell inks renewable energy agreement with south korean power company 
n;oil giants totalenergies, bp and shell to 'become renewable energy majors by 2030': capgemini | recharge 
y;shell energy to take on 255,000 customers of collapsed green 
n;shell and inaccess will deploy the unity platform in a unique hybrid pv+wind 100mw project in the netherlands 
y;shell acquires italian solar outfit 
y;shell says electricity to meet 60% of china's energy use by 2060 
n;the godfather of wind power helps usher in its next chapter 
y;shell records $9bn profit in q1 
n;coeus supports shell energy with retail energy platform 
n;big oil wants to be big wind. can drillers be trusted? 
